Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Timmons,Richard:CHEM-1442-002-GENERAL CHEMISTRY II"	Mean	4.1034	3.5333	3.931	4.2667	4.1724	3.5172
	N	29	30	29	30	29	29
"Timmons,Richard:CHEM-6102-001-ISSUES IN MODERN CHEMICAL RESEARCH"	Mean	4.1	4.0952	3.9	4.15	3.85	4.1429
	N	20	21	20	20	20	21
"Tinajero,Cynthia:NURS-1335-011-INTRO TO PROFESSIONAL NURSING"	Mean	4.5556	4.6667	4.7778	4.7778	4.6667	4.7778
	N	9	9	9	9	9	9
"Tinajero,Roberto:ENGL-3373-008-TECH WRITING"	Mean	4.4	4.1579	4.4	4.25	4.5	4.65
	N	20	19	20	20	20	20
"Tindell,Shawn:NURS-1335-014-INTRO TO PROFESSIONAL NURSING"	Mean	4.3158	4.2632	4.3158	4.3158	4.2105	4.2632
	N	19	19	19	19	19	19
"Tindell,Shawn:NURS-1335-015-INTRO TO PROFESSIONAL NURSING"	Mean	4.2	4.3	4.5	4.4	4.5	4.3
	N	10	10	10	10	10	10
"Tjuatja,Saibun:EE-4330-001-FNDMTLS TELECOMMUNICATION SYS"	Mean	4.4615	4.3846	4.6923	4.9231	4.5385	4.6923
	N	13	13	13	13	13	13
"Tjuatja,Saibun:EE-5335-001-RADAR IMAGING"	Mean	4	4	4.5	4.5	3.5	4.5
	N	2	2	2	2	2	2
"Tjuatja,Saibun:EE-5335-002-RADAR IMAGING"	Mean	3.5	4	4	4	4.25	4
	N	4	4	4	4	4	4
"Tobolowsky,Barbara:EDAD-5322-001-ED RES & EVAL"	Mean	4.5	4.25	4.75	4.5	4.75	4.75
	N	4	4	4	4	4	4
"Todd,Sharolyn:NURS-3366-072-PATHOPHYSIOLOGIC PROCESSES"	Mean	3.9167	3.75	3.5833	3.6667	3.3333	3.5
	N	12	12	12	12	12	12
"Todd,Sharolyn:NURS-UL-3366-600-PATHOPHYSIOLOGIC PROCESSES"	Mean	4.4808	4.3654	4.25	4.2308	4.1176	4.2745
	N	52	52	52	52	51	51
"Tommerdahl,Jodi:BEEP-4384-001-LIT METHODS ESL/BILING CLSRMS"	Mean	4.2424	4.1212	4.4848	4.1563	4.5625	4.0909
	N	33	33	33	32	32	33
"Tommerdahl,Jodi:BEEP-4384-003-LIT METHODS ESL/BILING CLSRMS"	Mean	3.6667	3.5	4	4	4.1667	3.5
	N	6	6	6	6	6	6
"Tong,Albert:ME-5313-001-FLUID DYNAMICS"	Mean	4.625	4.4375	4.125	4.875	4.5625	4.5625
	N	16	16	16	16	16	16
"Tosten,Erik:ART-2304-001-DIGITAL DESIGN"	Mean	4.3077	4.2308	4.2308	4.5385	4.1538	4.0769
	N	13	13	13	13	13	13
"Tosten,Erik:ART-2304-002-DIGITAL DESIGN"	Mean	4.1333	4.2	4.5333	4.5333	4.3333	4.1333
	N	15	15	15	15	15	15
"Tosten,Erik:ART-2304-006-DIGITAL DESIGN"	Mean	4.4667	4.2	4.4	4.6667	4.3333	4.3333
	N	15	15	15	15	15	15
"Trejo,Angela:NURS-4350-006-BSN CAPSTONE"	Mean	5	4.5	5	4.5	5	5
	N	2	2	2	2	2	2
"Trejo,Angela:NURS-4350-007-BSN CAPSTONE"	Mean	4.5	4.5	4.75	4.75	4.75	4.75
	N	4	4	4	4	4	4
"Trejo,Angela:NURS-4351-008-BSN NURSING LEADERSHIP & MGMT"	Mean	4.5	4.5	4.5	4.5	3.5	5
	N	2	2	2	2	2	2
"Trejo,Angela:NURS-4351-009-BSN NURSING LEADERSHIP & MGMT"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Tremayne,Mark:BCMN-2347-001-BROADCAST WRITING/REPORTING"	Mean	4.0714	4	4	3.9286	3.8462	4.0714
	N	14	14	13	14	13	14
"Tremayne,Mark:BCMN-2347-002-BROADCAST WRITING/REPORTING"	Mean	4.4286	4.3571	4.2143	4.3571	4.0714	4.2143
	N	14	14	14	14	14	14
"Tremayne,Mark:BCMN-2360-001-INTRO BRDCST"	Mean	4.25	4.1724	4.1379	4.3667	4.1724	4.3704
	N	28	29	29	30	29	27
"Tremayne,Mark:COMM-3300-001-COMMUNICATION TECHNOLOGY"	Mean	4.3623	4.3913	4.2941	4.4783	4.3088	4.3235
	N	69	69	68	69	68	68
"Trevino,Roberto:HIST-3368-001-MEXICAN AMERICAN HISTORY"	Mean	4.5789	4.5	4.6316	4.8421	4.7895	4.6842
	N	19	18	19	19	19	19
"Trevino,Roberto:MAS-3368-001-MEXICAN AMERICAN HISTORY"	Mean	4.6667	4.6667	4.6667	5	5	5
	N	3	3	3	3	3	3
"Trowbridge,Cynthia:KINE-4130-001-ATHLETIC TRAINING CLIN PRAC IV"	Mean	4.5714	4.7857	4.7143	4.9286	4.7857	4.5714
	N	14	14	14	14	14	14
"Trowbridge,Cynthia:KINE-4336-001-MUSCULOSKELETAL REHABILITATION"	Mean	4.55	4.45	4.65	4.65	4.6	4.3
	N	20	20	20	20	20	20
"Tsay,Jeffrey:ACCT-3303-003-ACCOUNTING INFO SYSTEMS"	Mean	3.3448	2.8929	3.4643	3.931	4.1071	2.3793
	N	29	28	28	29	28	29
"Tsay,Jeffrey:ACCT-5315-001-ACCOUNTING SYSTEMS ANALYSIS"	Mean	3.9355	3.5806	4.2903	4.2581	4.4516	3.5161
	N	31	31	31	31	31	31
"Tucker,Gene:HIST-1311-009-HISTORY OF U.S."	Mean	4.4884	4.3765	3.8941	4.5294	4.369	4.5059
	N	86	85	85	85	84	85
"Turcotte,Marc:MATH-3319-002-DIFF EQ & LINEAR ALGEBRA"	Mean	3.6216	3.2162	3.5556	3.6486	4.2703	3.4571
	N	37	37	36	37	37	35
"Turner,Jere:BLAW-3311-005-LAW I"	Mean	4.7179	4.5948	4.4188	4.7607	4.3559	4.713
	N	117	116	117	117	118	115
"Turner,Jere:BLAW-3312-003-LAW II"	Mean	4.6818	4.5682	4.4545	4.7273	4.3636	4.5909
	N	44	44	44	44	44	44
"Turpin,Patricia:NURS-5311-400-NURSING MGMT IN HEALTH CARE"	Mean	4.3636	4.2727	4.4545	4.5455	4.0909	4.2727
	N	11	11	11	11	11	11
"Turpin,Patricia:NURS-5339-001-ROLES/ FUNCTIONS NURS ADMINS"	Mean	4.5455	4.6364	4.7273	4.6364	4.7273	4.6364
	N	11	11	11	11	11	11
"Turpin,Patricia:NURS-5339-002-ROLES/ FUNCTIONS NURS ADMINS"	Mean	4.1	4.4	4.7	4.3	4.7	4.2
	N	10	10	10	10	10	10
"Turpin,Patricia:NURS-6320-001-HEALTHCARE SYSTEMS LEADERSHIP"	Mean	3.25	3.25	3.75	3.5	3.5	3.5
	N	4	4	4	4	4	4
"Tutt,Thomas:ENGL-1302-023-CRITICAL THINK, READ, WRITE"	Mean	4	4.0909	4.0909	4.2727	4.2727	4.1818
	N	11	11	11	11	11	11
"Tutt,Thomas:ENGL-2319-007-BRITISH LIT"	Mean	4.4	4.1333	4.2	4.4	4.2	4.6667
	N	15	15	15	15	15	15
"Uhelski,Megan:PSYC-3142-002-BEHAVIORAL NEUROSCIENCE LAB"	Mean	4.8	4.9	4.7	5	4.7778	4.8
	N	10	10	10	10	9	10
"Vaccaro,Mary:ART-1309-001-ART OF WEST I"	Mean	4.7111	4.5111	4.6444	4.7778	4.5778	4.6444
	N	45	45	45	45	45	45
"Vaccaro,Mary:ART-1309-002-ART OF WEST I"	Mean	4.7143	4.4167	4.6364	4.8056	4.5833	4.4722
	N	35	36	33	36	36	36
"Vaccaro,Mary:ART-4390-022-CONF ART HISTORY"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Vaccaro,Mary:ART-4396-001-SPEC STUDY ART HISTORY"	Mean	4.5556	4.1111	4.5	4.5556	4.7778	4.5
	N	9	9	10	9	9	10
"Van Dyke,Pamela:MANA-5338-001-CAREERS & MANAGING CHG ENVIRMN"	Mean	4.6364	4.5455	4.6364	4.4091	4.0909	4.4091
	N	22	22	22	22	22	22
"Vancliff,Michaela:MATH-5330-001-ALGEBRAIC GEOMETRY"	Mean	4.8571	4.8571	4.8571	5	4.8571	5
	N	7	7	7	7	7	7
"Vasilyev,Michael:EE-4328-001-CURRENT TOPICS ELECTRICAL ENGR"	Mean	4.5	4.5	4	4.5	3.5	4
	N	2	2	2	2	2	2
"Vasilyev,Michael:EE-5380-001-PRINC PHOTONICS & OPTIC ENGR"	Mean	4.5909	4.4545	4.4286	4.4545	4.5238	4.4545
	N	22	22	21	22	21	22
"Vasilyev,Michael:EE-5385-001-NONLINEAR OPTICS"	Mean	4.4444	4.2222	4.3333	4.4444	4.3333	4.5
	N	9	9	9	9	9	8
"Veit,Dennis:MANA-3319-006-MGT PROCESS THR"	Mean	4.7059	4.5294	4.625	4.8824	4.5294	4.8125
	N	17	17	16	17	17	16
"Veit,Dennis:MANA-3320-005-PER/HUM RES MGT"	Mean	4.6571	4.6857	4.7222	4.7143	4.75	4.8286
	N	35	35	36	35	36	35
"Veit,Dennis:MANA-4325-001-LEADERSHIP IN ORGANIZATIONS"	Mean	4.85	4.8462	4.875	4.85	4.9	4.8421
	N	40	39	40	40	40	38
"Venugopalan,Gopakumar:EDUC-5394-001-UNDERSTANDING CLASSROOM RSRCH"	Mean	1.7	2.25	3.6	2.8	3.8	2.3
	N	10	8	10	10	10	10
"Vieira,Janice:EDUC-5305-105-CUR DESGN, IMPLMNTATION & EVAL"	Mean	4.6316	4.5263	4.6316	4.5789	4.4737	4.3684
	N	19	19	19	19	19	19
"Vonderheydt,Barbara:ARCH-5331-001-PROFESSIONAL PRACTICE"	Mean	4.0526	4.1579	4.4211	4.3333	3.5556	4.1111
	N	19	19	19	18	18	18
"Vorderkunz,Robin:ECED-4310-007-SPEC POPS & DIVRS SETTINGS"	Mean	4.75	4.5	4.75	4.5	4.8571	4.8571
	N	8	8	8	8	7	7
"Walker,Susan:NURS-3561-008-NURSING OF ADULTS"	Mean	4	4	4.3333	4	4.3333	4.3333
	N	3	3	3	3	3	3
"Wallace,David:ENGL-1302-027-CRITICAL THINK, READ, WRITE"	Mean	4.0769	4.0769	4.3333	4.2308	4.4615	4.3846
	N	13	13	12	13	13	13
"Wallace,David:ENGL-1302-029-CRITICAL THINK, READ, WRITE"	Mean	4.6	4.7333	4.8667	4.8571	4.7143	4.7333
	N	15	15	15	14	14	15
"Wallace,William:CE-5314-003-ADVANCED STEEL DESIGN II"	Mean	3.75	3.4167	3.9167	3.6667	4	3.3333
	N	12	12	12	12	12	12
"Walsh,Janis:NURS-3632-013-CLINICAL NURSING FOUNDATIONS"	Mean	3.5	4	4	4	3.5	4
	N	2	2	2	2	2	2
"Walsh,Janis:NURS-3645-201-RN-BSN PROFESSIONAL NURSING (2108-82116)"	Mean	4.2727	4.3182	4.4545	4.1364	3.8636	4.0909
	N	22	22	22	22	22	22
"Wanaguru,Prabath:PHYS-1443-012-GENERAL TECHNICAL PHYSICS I"	Mean	4.4545	4.3	4.2	4.4762	4.4	4.4286
	N	22	20	20	21	20	21
"Wanaguru,Prabath:PHYS-1443-014-GENERAL TECHNICAL PHYSICS I"	Mean	4.4545	4.2609	4.3478	4.4348	4.2609	4.5909
	N	22	23	23	23	23	22
"Wang,Bo:AE-5330-001-FINITE ELEMENT METHODS"	Mean	4.2	4.1	4.3	4.5	4.2	4.5556
	N	10	10	10	10	10	9
"Wang,Bo:MAE-2323-001-DYNAMICS"	Mean	3	2.4167	2.75	3.2609	3.2609	2.2609
	N	24	24	24	23	23	23
"Wang,Bo:ME-5310-001-FINITE ELEMENT METHODS (2108-84613)"	Mean	3.9474	3.7895	4.1053	4.2632	4.2632	4.1579
	N	19	19	19	19	19	19
"Wang,Bo:ME-5310-002-FINITE ELEMENT METHODS"	Mean	3.75	3.5	3.75	4	4.5	4
	N	4	4	4	4	4	4
"Wang,Bo:ME-5390-006-SPEC TOPICS MECH ENGR"	Mean	4.3333	4.1667	4.5	4.1667	4.6667	4.5
	N	6	6	6	6	6	6
"Wang,David:EE-6364-001-ADVANCED DATA NETWORKS (2108-86428)"	Mean	4.1667	3.931	3.9286	4.2069	4.1071	4.2333
	N	30	29	28	29	28	30
"Wang,Jingguo:INSY-4310-001-ADVANCED COMPUTER NETWORKS"	Mean	3.9167	3.32	3.6	4.08	4.1739	3.48
	N	24	25	25	25	23	25
"Wang,Jingguo:INSY-5335-001-APPLIED DATABASE MANAGEMENT"	Mean	3.7	3.3	3.6	3.8	3.4	3
	N	10	10	10	10	10	10
"Wang,Xiao:MATH-1426-105-CALCULUS I"	Mean	4.0952	3.8095	3.8571	3.8571	4.1429	3.4762
	N	21	21	21	21	21	21
"Ward,Michael:ECON-3310-001-MICROECONOMICS"	Mean	4.4	4.2353	4.1429	4.6	4.3235	4.2857
	N	35	34	35	35	34	35
"Ward,Michael:ECON-5313-002-MANAGERIAL ECONOMICS"	Mean	4.4231	4.2692	4.1538	4.5385	4.44	4.24
	N	26	26	26	26	25	25
"Warren,James:ENGL-1301-069-EXPOS WRITING"	Mean	4.0769	4.0769	4.2308	4.2308	4.2308	4.1538
	N	13	13	13	13	13	13
"Warren,James:ENGL-4370-001-THEORY & PRACT"	Mean	4.7778	4.7778	4.8889	4.8889	4.8889	4.8333
	N	18	18	18	18	18	18
"Warren,James:ENGL-5359-001-ARGUMENTATION THEORY"	Mean	4.8333	4.8333	4.9167	4.8333	4.8333	4.9167
	N	12	12	12	12	12	12
"Warren,Kathryn:ENGL-2329-700-AMERICAN LIT"	Mean	3.7143	3.8571	4.1667	4	3.5714	3.7143
	N	7	7	6	7	7	7
"Warren,Kathryn:ENGL-2329-701-AMERICAN LIT"	Mean	3.9167	3.9583	4.1667	4.2083	4.0435	3.75
	N	24	24	24	24	23	24
"Warren,Martha:ENGL-2309-002-WORLD LIT"	Mean	4.5385	4.36	4.3077	4.6154	4.7308	4.4231
	N	26	25	26	26	26	26
"Warren,Martha:ENGL-2309-013-WORLD LIT"	Mean	3.8571	3.8571	3.9286	4	4.1429	3.6429
	N	14	14	14	14	14	14
"Washington,Sara:NURS-1335-001-INTRO TO PROFESSIONAL NURSING"	Mean	3.1765	3.0588	3.6471	3	4.1765	3
	N	17	17	17	17	17	17
"Washington,Sara:NURS-1335-003-INTRO TO PROFESSIONAL NURSING"	Mean	3.2941	3	3.8235	3.1176	3.4706	2.8235
	N	17	17	17	17	17	17
"Washington,Sara:NURS-3632-009-CLINICAL NURSING FOUNDATIONS"	Mean	3.8	4	4.2	4.2	4	3.8
	N	5	5	5	5	5	5
"Washington,Sara:NURS-3632-600-CLINICAL NURSING FOUNDATIONS"	Mean	4.2143	4.1429	4.2857	3.8571	4.3571	3.9286
	N	14	14	14	14	14	14
"Washington,Sara:NURS-3632-601-CLINICAL NURSING FOUNDATIONS"	Mean	4.3	4.05	4.15	4	4.05	4.1053
	N	20	20	20	20	20	19
"Wasserman,Lewis:EDAD-5381-011-POLITICAL LEGAL ASPECTS EDUC"	Mean	3.24	2.48	2.67	2.7677	2.8163	2.5155
	N	100	100	100	99	98	97
"Watry,David:HIST-1311-006-HISTORY OF U.S."	Mean	4.5833	4.4118	4.0353	4.619	4.2619	4.5647
	N	84	85	85	84	84	85
"Watry,David:HIST-1311-011-HISTORY OF U.S."	Mean	4.4028	4.2639	4.0139	4.5278	4.1389	4.4861
	N	72	72	72	72	72	72
"Watry,David:HIST-1312-700-HISTORY OF U.S."	Mean	3.6667	3.8333	4	4.1667	4.3333	4.1667
	N	6	6	6	6	6	6
"Watson,Charles:BIOL-1333-001-INTRO BIOL"	Mean	4.0149	4.0588	4.1471	4.2647	4.2899	4.3134
	N	67	68	68	68	69	67
"Watson,Charles:BIOL-1441-004-CELL MOL BIOL"	Mean	4.5039	4.2677	4.25	4.5859	4.2812	4.5
	N	127	127	128	128	128	126
"Weatherly,Pierce:PHYS-1441-007-GENERAL COLLEGE PHYSICS I"	Mean	4.8	4.6	4.4667	4.8667	4	4.8
	N	15	15	15	15	14	15
"Weatherly,Pierce:PHYS-1441-008-GENERAL COLLEGE PHYSICS I"	Mean	4.5417	4.36	4.375	4.52	4.12	4.4783
	N	24	25	24	25	25	23
"Weatherton,Yvette:CE-3334-001-PRINCIPLES ENVIRONMENTAL ENGR"	Mean	4.2941	4.3529	4.4706	4.6471	4.5294	4.2941
	N	17	17	17	17	17	17
"Weatherton,Yvette:CE-5321-001-ENGRG FOR ENVIR SCIENTISTS"	Mean	4.8333	4.6667	4.6667	5	4.5	5
	N	6	6	6	6	6	6
"Weatherton,Yvette:CE-5321-002-ENGRG FOR ENVIR SCIENTISTS"	Mean	3.25	3.25	3.75	3.5	3.75	3.75
	N	4	4	4	4	4	4
"Webber,Paul:FINA-4319-001-FINANCIAL DERIVATIVES"	Mean	4.5882	4.6471	4.7647	4.8824	4.5882	4.8824
	N	17	17	17	17	17	17
"Weedon,Lauren:BLAW-3312-001-LAW II"	Mean	4.2	3.8636	3.8222	4.2955	4.0455	3.9773
	N	45	44	45	44	44	44
"Weems,Bob:CSE-2320-001-ALGORITHMS & DATA STRUCTURES"	Mean	4.3333	4.2083	4.0417	4.6522	4.7083	4.4583
	N	24	24	24	23	24	24
"Wehr,Roger:ECON-2305-004-PRIN MACRO ECO"	Mean	4.375	4.3281	4.2344	4.5	4.3333	4.5079
	N	64	64	64	64	63	63
"Wehr,Roger:ECON-2305-005-PRIN MACRO ECO"	Mean	4.3231	4.2462	4.3385	4.5846	4.4462	4.5077
	N	65	65	65	65	65	65
"Wehr,Roger:ECON-3328-001-PRINCIPLES OF TRANSPORTATION"	Mean	4.1481	4.2037	4.2963	4.4074	4.2885	4.4906
	N	54	54	54	54	52	53
"Wehr,Roger:ECON-3388-001-EURO ECON HISTORY 1750 - NOW"	Mean	4.4857	4.4857	4.4286	4.6	4.3714	4.6
	N	35	35	35	35	35	35
"Weiss,Barton:ART-3111-001-DIRECTED SCREENINGS"	Mean	3.8235	3.8824	4	4.1176	4.0588	4.125
	N	17	17	18	17	17	16
"Weiss,Barton:ART-3385-001-SOUND & POST PRODUCTION"	Mean	4.0769	3.5385	4.0769	3.8462	4.1538	3.5385
	N	13	13	13	13	13	13
"Weiss,Barton:ART-5383-003-RES FILM/VIDEO & SCREENWRITING"	Mean	4	4	5	4	5	5
	N	1	1	1	1	1	1
"Weiss,Barton:ART-5397-001-MASTER OF FINE ARTS EXHIBITION"	Mean	1	1	1	1	5	1
	N	1	1	1	1	1	1
"Weltman,David:BSTAT-3321-007-BUSINESS STATISTICS I"	Mean	4.2692	4.2885	4.3922	4.6154	4.3922	4.3462
	N	52	52	51	52	51	52
"Weltman,David:INSY-5333-001-INFORMATION TECHNOLOGIES FOR STRATEGIC MANAGEMENT"	Mean	4.3077	4.2143	4.6429	4.6429	4.6429	4.6429
	N	13	14	14	14	14	14
"Weltman,David:OPMA-5364-001-PROJECT MANAGEMENT"	Mean	4.1622	4.3243	4.359	4.4359	4.3514	4.2895
	N	37	37	39	39	37	38
"West,Royce:CRCJ-2334-001-INTRO CRJU SYS"	Mean	3.9091	4.2727	4.619	3.5455	3.7273	3.9048
	N	22	22	21	22	22	21
"Westmoreland,Sandra:BIOL-3309-001-N-M SEL TOPICS"	Mean	4.3438	4.1053	3.9263	3.9149	4.1979	4.2396
	N	96	95	95	94	96	96
"Westmoreland,Sandra:BIOL-3309-500-N-M SEL TOPICS"	Mean	4.5893	4.3091	4.2	4.1091	4.2679	4.3158
	N	56	55	55	55	56	57
"Wetz,David:EE-5309-001-TOPICS IN ELECTRICAL ENGR"	Mean	4.3333	4.6667	4.8182	4.7273	4.5455	4.5833
	N	12	12	11	11	11	12
"Wheat,Dustin:ARCH-2551-007-BASIC DESIGN AND DRAWING I"	Mean	4.125	4.125	4.25	3.875	3.625	4
	N	8	8	8	8	8	7
"Wheeler,Kenneth:MANA-3319-001-MGT PROCESS THR"	Mean	4.0938	3.9687	3.8125	4.1563	3.9687	4.0938
	N	32	32	32	32	32	32
"Wheeler,Kenneth:MANA-3319-004-MGT PROCESS THR"	Mean	4.2703	4	3.8378	4.2432	4.1622	4.0286
	N	37	37	37	37	37	35
"Wheeler,Kenneth:MANA-3319-005-MGT PROCESS THR"	Mean	4.3171	4.122	4.05	4.4878	4.122	4.3659
	N	41	41	40	41	41	41
"White,Kevin:EDML-4371-001-SCIENCE IN MID LEVEL GRADES"	Mean	3.1765	3.9412	3.8125	4.2353	4.5294	4
	N	17	17	16	17	17	17
"White,Kevin:EDML-4371-002-SCIENCE IN MID LEVEL GRADES"	Mean	3.1667	3.1176	3.8889	3.9412	4.1111	3.5556
	N	18	17	18	17	18	18
"Whiteside,Mary:BSTAT-3321-005-BUSINESS STATISTICS I"	Mean	4.2564	4.2308	4.2051	4.4474	4.359	4.2703
	N	39	39	39	38	39	37
"Whiteside,Mary:BSTAT-3321-006-BUSINESS STATISTICS I"	Mean	4.0667	3.6222	3.7333	4.1778	3.9556	3.6522
	N	45	45	45	45	45	46
"Whittier,Mindia:PREL-3339-001-PUBLIC RELATIONS METHODS"	Mean	4.8	4.7	4.8	4.8	4.8	4.8
	N	10	10	10	10	10	10
"Whittier,Mindia:PREL-3339-002-PUBLIC RELATIONS METHODS"	Mean	4.75	4.75	4.75	4.9167	4.8333	4.9167
	N	12	12	12	12	12	12
"Whittier,Mindia:PREL-3355-001-PUBLIC RELATIONS CASE STUDY"	Mean	4.6667	4.6667	4.4	4.6	4.4667	4.7333
	N	15	15	15	15	15	15
"Whittier,Mindia:PREL-3355-002-PUBLIC RELATIONS CASE STUDY"	Mean	4.8333	4.8333	4.8333	4.8333	4.8333	4.8333
	N	12	12	12	12	12	12
"Wickham,John:GEOL-1135-001-GEOLOGY LAB"	Mean	4	5	4	5	4	5
	N	1	1	1	1	1	1
"Wickham,John:GEOL-4305-002-TOPICS IN GEOL"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Wickham,John:GEOL-5345-001-PETROLEUM GEOL"	Mean	4.125	4.375	4.25	4.25	4.75	4.375
	N	8	8	8	8	8	8
"Wiggins,Joy:LIST-4343-001-CONTENT AREA RDG/WRTG"	Mean	4.5278	4.4444	4.6389	4.6944	4.5556	4.5143
	N	36	36	36	36	36	35
"Wiggins,Joy:LIST-5385-001-DESIGNING LITERACY RESEARCH"	Mean	4.2857	4.4286	4.7143	4.7143	4.2857	4.2857
	N	7	7	7	7	7	7
"Wiggins,Joy:LIST-5385-005-DESIGNING LITERACY RESEARCH"	Mean	3.2	3	3.2	3	3	2.8
	N	5	5	5	5	5	5
"Wiggins,Joy:LIST-5385-105-DESIGNING LITERACY RESEARCH"	Mean	3.6667	3.1667	4	3.6667	3.5	3.6667
	N	6	6	6	6	6	6
"Wiggins,Joy:LIST-5385-205-DESIGNING LITERACY RESEARCH"	Mean	2.6667	3.3333	3.6667	3.3333	3.3333	3.3333
	N	3	3	3	3	3	3
"Wigley,Shelley:PREL-2338-001-INTRO PUBLIC RELATIONS (2108-81950)"	Mean	4.4118	4.3837	4.4706	4.5765	4.5	4.5294
	N	85	86	85	85	84	85
"Wigley,Shelley:PREL-4316-002-PUBLIC RELATIONS CAMPAIGNS"	Mean	4.7059	4.5882	4.6471	4.5882	4.8235	4.7059
	N	17	17	17	17	17	17
"Wigley,Shelley:PREL-4320-001-PUBLIC RELATIONS MGMT"	Mean	4.8947	4.9474	4.8947	4.9474	4.9474	5
	N	19	19	19	19	19	19
"Wilde,Scott:MATH-1315-003-COLLEGE ALGEBRA ECON/BUS ANLYS"	Mean	4.4694	4.2653	4.2917	4.4082	4.1458	4.4792
	N	49	49	48	49	48	48
"Wilde,Scott:MATH-1315-004-COLLEGE ALGEBRA ECON/BUS ANLYS"	Mean	4.5349	4.5814	4.3488	4.7381	4.3902	4.6429
	N	43	43	43	42	41	42
"Wilensky,Terrance:HCAD-5337-001-ETHICS, LEADERSHIP, AND TEAMWORK"	Mean	2.4857	2.5588	3.4857	2.9429	3.7059	2.7941
	N	35	34	35	35	34	34
"Wilensky,Terrance:HCAD-5337-002-ETHICS, LEADERSHIP, & TEAMWORK"	Mean	4.0667	3.9667	4.1333	4.1667	3.9333	3.7333
	N	30	30	30	30	30	30
"Wilensky,Terrance:MANA-3318-008-MANA ORG BEHAV"	Mean	3.6415	3.3519	4.3704	4.0926	4.1481	3.5741
	N	53	54	54	54	54	54
"Wilensky,Terrance:MANA-4330-001-TEAM MANAGEMENT"	Mean	3.8333	4	4.4444	4.2222	4.25	4.2778
	N	36	36	36	36	36	36
"Wilk-Blaszcza,Malgorzata:BIOL-3301-001-CELL PHYSIOLOGY"	Mean	3.9375	3.8281	4.1846	4.1719	3.7538	3.8571
	N	64	64	65	64	65	63
"Wilk-Blaszcza,Malgorzata:BIOL-4315-001-GENERAL ENDOCRINOLOGY"	Mean	4	4.6667	5	4.6667	4.6667	5
	N	3	3	3	3	3	3
"Willey,John:ENGL-1302-008-CRITICAL THINK, READ, WRITE"	Mean	4.6364	4.3636	4.7273	4.7	4.6364	4.6364
	N	11	11	11	10	11	11
"Willey,John:ENGL-1302-011-CRITICAL THINK, READ, WRITE"	Mean	4	4.6667	4.6667	4.5	4.6667	4.5
	N	3	3	3	2	3	2
"Williams,Courtney:SCED-5351-005-PHYS SCI MATTER PROPS/CHANGES"	Mean	4.5405	4.3784	4.2432	4.5135	4.4054	4.3889
	N	37	37	37	37	37	36
"Williams,James:CE-1104-001-INTRO TO ENGR"	Mean	4.1892	3.8611	4.0278	4.3514	4.0541	4.1143
	N	37	36	36	37	37	35
"Williams,James:CE-1104-002-INTRO TO ENGR"	Mean	4.15	3.8	4.05	4.25	4.1	4.05
	N	20	20	20	20	20	20
"Williams,James:CE-1104-003-INTRO TO ENGR"	Mean	4.1951	4.1429	4	4.2143	4.175	4.1951
	N	41	42	42	42	40	41
"Williams,James:CE-4313-001-TRAFFIC ENGINEERING"	Mean	4.0667	4.0667	4.2	4.5	4.2667	4.4
	N	15	15	15	14	15	15
"Williams,James:CE-5331-001-TRAFFIC ENGINEERING OPERATIONS"	Mean	3.6667	3.1667	4.8333	4.3333	4.8333	4.3333
	N	6	6	6	6	6	6
"Willson,Nancy:NURS-1335-013-INTRO TO PROFESSIONAL NURSING"	Mean	4.4167	4.1667	4.4167	4.3333	4.3333	4.4167
	N	12	12	12	12	12	12
"Willson,Nancy:NURS-3335-201-RN-BSN HEALTH PROMOTION"	Mean	4.8636	4.7727	4.7273	4.7273	4.6364	4.8182
	N	22	22	22	22	22	22
"Willson,Nancy:NURS-3335-500-RN-BSN HEALTH PROMOTION"	Mean	4.4833	4.5272	4.5208	4.5504	4.2743	4.4454
	N	240	239	240	238	237	238
"Willson,Nancy:NURS-4223-001-PROFESSIONAL NURSING TRENDS"	Mean	4.6923	4.6296	4.5556	4.6667	4	4.5769
	N	26	27	27	27	27	26
"Wilson,Donald:AE-5101-001-GRADUATE SEMINAR"	Mean	4.1364	3.9091	4.0952	4.1818	3.9545	4.0909
	N	22	22	21	22	22	22
"Wilson,Donald:AE-5348-001-HYPER PROP"	Mean	4.3333	4.5	4.1667	5	4.8333	4.8333
	N	6	6	6	6	6	6
"Wilson,Judy:HEED-3301-001-SPORTS NUTRITION"	Mean	3.9107	3.6207	3.9123	4.1754	4.1429	3.6379
	N	56	58	57	57	56	58
"Wilson,Judy:KINE-4300-001-APPLIED EXERCISE PHYSIOLOGY"	Mean	4.4667	4.4	4.6667	4.7333	4.8	4.6
	N	15	15	15	15	15	15
"Wilson,Judy:KINE-5345-001-SPORT NUTRITION"	Mean	4.75	4.5	4.5	4.75	4.75	4.75
	N	4	4	4	4	4	4
