Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Iqbal,Imrana:ENGL-2309-006-WORLD LIT"	Mean	4.0909	4	4.5455	4	4	4
	N	11	11	11	10	11	11
"Iqbal,Imrana:ENGL-2319-003-BRITISH LIT"	Mean	4.3333	4.3333	4.6667	4.6667	4.3333	4.3333
	N	6	6	6	6	6	6
"Iqbal,Imrana:ENGL-2319-005-BRITISH LIT"	Mean	4.1429	3.5	4.1429	4	3.5	3.6429
	N	14	14	14	14	14	14
"Iqbal,Imrana:ENGL-2319-006-BRITISH LIT"	Mean	3.9167	3.7273	4.1667	4.1667	3.9167	4.4545
	N	12	11	12	12	12	11
"Iqbal,Samir:EE-5343-001-SILICON IC FABRICATION TECH"	Mean	4.0714	4.0714	4.1429	4.5714	4.3571	4.0714
	N	14	14	14	14	14	14
"Isbell,Steve:REAE-3325-002-REAL ESTATE FUNDAMENTALS"	Mean	4.3846	4.5128	4.439	4.4878	4.2195	4.5128
	N	39	39	41	41	41	39
"Isbell,Steve:REAE-3325-003-REAL ESTATE FUNDAMENTALS"	Mean	4.5476	4.619	4.7317	4.6667	4.3571	4.7073
	N	42	42	41	42	42	41
"Isbell,Steve:REAE-4321-001-REAL ESTATE INVESTMENT"	Mean	3.8889	4.3333	4.4444	4.6667	4.2222	4.4444
	N	9	9	9	9	9	9
"Ishaque,Simeen:ART-1307-002-DRAWING FUNDAMENTALS"	Mean	3.7692	3.6154	3.9231	3.9231	3.9167	3.8182
	N	13	13	13	13	12	11
"Ishaque,Simeen:ART-1307-005-DRAWING FUNDAMENTALS"	Mean	3.7692	3.7692	4.5	4.1667	3.9091	3.8462
	N	13	13	12	12	11	13
"Ishii,Timothy:MUSI-0112-001-JAZZ ORCHESTRA (2102-24030)"	Mean	4.6667	4.8571	4.75	4.875	4.875	4.875
	N	15	14	16	16	16	16
"Ishii,Timothy:MUSI-0122-005-JAZZ COMBO (2102-26972)"	Mean	4.2	4.2	4.2	4.4	5	4.6
	N	5	5	5	5	5	5
"Ishii,Timothy:MUSI-1246-004-PRIVATE LESSONS WOODWINDS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Ishii,Timothy:MUSI-1247-004-PRIVATE LESSONS IN WOODWINDS"	Mean	4.6667	4.6667	4.6667	4.6667	4.6667	4
	N	3	3	3	3	3	3
"Ishii,Timothy:MUSI-2247-004-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Ishii,Timothy:MUSI-3246-004-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5		5
	N	1	1	1	1		1
"Ishii,Timothy:MUSI-5107-001-JAZZ ORCHESTRA (2102-24467)"	Mean	4.5	5	5	5	5	5
	N	2	2	2	2	2	2
"Ishii,Timothy:MUSI-5334-001-PRIVATE LESSONS IN SAXOPHONE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Israel-Pelletier,Aimee:FREN-3312-001-FREN LITERATURE & CULTURE II"	Mean	4.8125	4.6875	4.9333	4.8667	4.9375	4.9375
	N	16	16	15	15	16	16
"Israel-Pelletier,Aimee:FREN-3316-001-FREN CULTR GEOG"	Mean	4.6	4.6667	4.7333	4.7692	4.4667	4.8
	N	15	15	15	13	15	15
"Israel-Pelletier,Aimee:FREN-3321-001-LOCALIZATION AND TRANSLATION 2"	Mean	4.8	4.6	4.6	4.8	4.6	4.8
	N	5	5	5	5	5	5
"Jaafari,Fajer:PHYS-1443-002-GENERAL TECHNICAL PHYSICS I"	Mean	3.7429	3.5	3.8286	3.4118	3.9706	3.3714
	N	35	34	35	34	34	35
"Jaafari,Fajer:PHYS-1444-001-GENERAL TECHNICAL PHYSICS II"	Mean	3.8333	3.5	4.1034	3.9333	3.9667	3.5862
	N	30	30	29	30	30	29
"Jackson,Ronald:GEOL-2401-001-WEATHER & CLIMATE"	Mean	4.875	4.625	4.375	4.5	4	4.625
	N	8	8	8	8	8	8
"Jacobson,Heather:SOCI-3331-001-SOCIOLOGY OF THE FAMILY"	Mean	4.1622	3.8649	4.1081	4.4324	4.2703	3.8056
	N	37	37	37	37	37	36
"Jacobson,Heather:SOCI-3372-001-SOCIOLOGICAL THEORY"	Mean	3.76	3.56	4	4.56	4.32	3.6
	N	25	25	25	25	25	25
"Jacobson,Heather:SOCI-4365-005-TOPICS IN SOCIOLOGY"	Mean	4.2727	4.0909	4.2727	4.5455	4.3636	4
	N	11	11	11	11	11	11
"Jacobson,Heather:WOMS-3331-001-SOCIOLOGY OF THE FAMILY"	Mean	4.3333	3.75	4.3333	4.5833	4.1667	3.75
	N	12	12	12	12	12	12
"Jacobson,Heather:WOMS-4392-004-SPECIAL TOPICS"	Mean	4	3.5	4.2727	4.2	3.9	3.3
	N	10	10	11	10	10	10
"Jalloh,Alusine:HIST-3300-006-INTRO TO HISTORICAL RESEARCH"	Mean	4	4.25	4.75	4.6667	4.5833	4.5833
	N	12	12	12	12	12	12
"Jalloh,Alusine:HIST-4378-001-W AFRICA & DIASPORA"	Mean	4.65	4.6	4.8421	4.9	4.7	4.7
	N	20	20	19	20	20	20
"James,George:ARCH-4330-001-ENERGY USE & CONSERV IN ARCH"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"James,George:ARCH-5332-001-ENERGY & CONSERVATION IN ARCH"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Jang,Chyng-Yang:CTEC-4309-001-INTERNET MARKETING COMM"	Mean	4.7778	4.7778	4.7778	4.8889	4.8889	4.875
	N	9	9	9	9	9	8
"Jang,Chyng-Yang:CTEC-4350-001-ADVANCED WEBSITE COMMUNICATION"	Mean	4.3333	4.4444	4.5556	4.625	4.6667	4.625
	N	9	9	9	8	9	8
"Jaramillo,Jorge:MARK-3322-001-PERSONAL SELLING & SALES MGMT"	Mean	4.6667	4.4286	4.4762	4.7143	4.2857	4.5714
	N	21	21	21	21	21	21
"Jaramillo,Jorge:MARK-3322-002-PERSONAL SELLING & SALES MGMT"	Mean	4.45	4.45	4.45	4.6842	4.5	4.6316
	N	20	20	20	19	18	19
"Jenkins,David:SOCW-6353-001-SEMINAR IN FAMILY THERAPY"	Mean	4	2	4	5	3	3
	N	1	1	1	1	1	1
"Jenkins,Terri:NURS-3632-001-CLINICAL NURSING FOUNDATIONS"	Mean	3.9192	3.596	4.2525	4.0714	4.3232	3.9495
	N	99	99	99	98	99	99
"Jenkins,Terri:NURS-3632-600-CLINICAL NURSING FOUNDATIONS"	Mean	5	5	5	5	4.5	5
	N	2	2	2	2	2	2
"Jenkins,Terri:NURS-3632-601-CLINICAL NURSING FOUNDATIONS"	Mean	4.6667	4.3333	4.6667	4.3333	4	4.3333
	N	3	3	3	3	3	3
"Jennifer,Lawrence:HIST 3363 001"	Mean	4.5294	4.4706	4.4706	4.7647	4.4118	4.1765
	N	17	17	17	17	17	17
"Jensen-Campbell,Lauri:PSYC-3312-001-SOCIAL & PERSONALITY DVLPMNT"	Mean	4.5614	4.5517	4.5345	4.569	4.569	4.5172
	N	57	58	58	58	58	58
"Jensen-Campbell,Lauri:PSYC-5407-001-EXPERIMENTAL DESIGN"	Mean	4.75	4.65	4.6	4.65	4.4	4.6316
	N	20	20	20	20	20	19
"Jensen,Joshua:LING-3340-001-GRAMMAR & MORPHOLOGY"	Mean	4.8571	4.8571	4.8571	5	5	5
	N	7	7	7	7	7	7
"Jessup,Carol:MUSI-0110-001-WOODWIND ENSEMBLE"	Mean	4.5	4.5	4.5	4.5	4.5	4.5
	N	2	2	2	2	2	2
"Jessup,Carol:MUSI-1247-001-PRIVATE LESSONS IN WOODWINDS"	Mean	5	4	5	4	4	4
	N	1	1	1	1	1	1
"Jessup,Carol:MUSI-2222-014-DEVELOPMENTAL PRIVATE LESSONS"	Mean	5	4	4	5	4	5
	N	1	1	1	1	1	1
"Jessup,Carol:MUSI-3247-001-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Jessup,Carol:MUSI-3357-001-PRIVATE LESSONS IN WOODWINDS"	Mean	5	4	5	5	4	5
	N	1	1	1	1	1	1
"Jessup,Carol:MUSI-4291-014-CONFERENCE COURSE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Jin,Michael:MSE-5334-001-OPTICAL PROCESSES SOLID MTRLS"	Mean	4.4286	4.4286	4.7143	4.1429	4.5714	4.2857
	N	7	7	7	7	7	7
"John,Lauri:NURS-5328-001-THEORY & RSRCH APPL IN NURSING"	Mean	4.6667	4.5	4.6667	4.8333	4.75	4.6667
	N	12	12	12	12	12	12
"John,Lauri:NURS-5328-002-THEORY & RSRCH APPL IN NURSING"	Mean	5	4.7778	4.7778	5	5	5
	N	9	9	9	9	9	9
"Johnson Parker,Yolanda:MAED-5351-005-NUMBERS: WHOLE, RATIONAL, OPS (2102-22359)"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Johnson Parker,Yolanda:MAED-5352-005-PATTERNS & ALGEBRA (2102-23751)"	Mean	4	4	4	4	4	4
	N	2	2	2	2	2	2
"Johnson,Ernest:EDAD-5309-007-ADVANCED INSTRUCTIONAL STRATEG"	Mean	4.0714	4.0714	4.3571	4.3077	4.2143	4.2143
	N	14	14	14	13	14	14
"Johnson,Ernest:EDAD-5384-007-RESOUR MGMT ED"	Mean	3.6429	3.8571	4.2143	3.8571	4.2143	4.2143
	N	14	14	14	14	14	14
"Johnson,Ernest:EDAD-5388-001-EDUC POLICY ISSUES"	Mean	4.6667	4.6667	4.8333	4.5	4.6667	4.8333
	N	6	6	6	6	6	6
"Johnson,Ernest:EDAD-5391-001-INDEPENDENT RESEARCH"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Johnson,Ernest:EDAD-5399-007-CAPSTONE INTERN EDUC LDRSHP"	Mean	4	4.1429	4.5714	4.2857	4.4615	4.3571
	N	14	14	14	14	13	14
"Johnson,Joanna:ENGL-1302-036-CRITICAL THINK, READ, WRITE"	Mean	4.3684	4.3158	4.5263	4.6842	4.4737	4.4211
	N	19	19	19	19	19	19
"Johnson,Joanna:ENGL-1302-048-CRITICAL THINK, READ, WRITE"	Mean	4.5294	4.4667	4.375	4.6667	4.7143	4.6
	N	17	15	16	15	14	15
"Johnson,Joanna:ENGL-4366-001-YOUNG ADULT LIT"	Mean	4.625	4.4167	4.8333	4.9167	4.6522	4.8182
	N	24	24	24	24	23	22
"Johnson,Michael:EXSA-0107-001-MARTIAL ARTS"	Mean	4.6111	4.8235	4.7222	4.8235	4.1176	4.7222
	N	18	17	18	17	17	18
"Johnson,Michael:EXSA-0107-002-MARTIAL ARTS"	Mean	4.5455	4.7273	4.8182	4.4545	4.3	4.7273
	N	11	11	11	11	10	11
"Johnson,Michael:EXSA-1246-001-SELF DEFENSE FOR WOMEN"	Mean	4.9	4.9048	4.9	4.95	4.5714	5
	N	20	21	20	20	21	21
"Johnson,Michael:EXSA-1246-002-SELF DEFENSE FOR WOMEN"	Mean	4.5882	4.5	4.6667	4.7222	4.4444	4.5294
	N	17	18	18	18	18	17
"Johnson,Michael:EXSA-1246-003-SELF DEFENSE FOR WOMEN"	Mean	4.5217	4.5455	4.6087	4.4783	3.9091	4.3913
	N	23	22	23	23	22	23
"Johnson,Pamela:SOCW-6359-001-SOCIAL WORK IN SCHOOLS"	Mean	4	4.12	4.28	4	4.28	3.88
	N	24	25	25	25	25	25
"Johnston,Michael:CRCJ-2340-001-CRIMINAL INVESTIGATION"	Mean	4.7222	4.8108	4.6944	4.8056	4.4865	4.9412
	N	36	37	36	36	37	34
"Jolly,Marilyn:ART-3371-001-INTERMEDIATE PAINTING"	Mean	4.6	4.625	4.8125	5	4.5625	4.8125
	N	15	16	16	16	16	16
"Jolly,Marilyn:ART-4371-001-ADVANCED PAINTING"	Mean	4.75	4.6667	4.9167	4.9167	4.8333	4.9167
	N	12	12	12	12	12	12
"Jolly,Marilyn:ART-5371-001-RESEARCH IN PAINTING"	Mean	4	4	5	5	5	5
	N	1	1	1	1	1	1
"Jones-Ross,Kimberly:EXSA-0164-002-CARDIO KICKBOXING"	Mean	4.5263	4.4737	4.5263	4.2778	4.2632	4.4444
	N	19	19	19	18	19	18
"Jones,Edward:MUSI-0171-024-ELECTIVE PERFORMANCE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Jones,Edward:MUSI-1248-004-PRIVATE LESSONS IN BRASS"	Mean	5	5	5			5
	N	1	1	1			1
"Jones,Edward:MUSI-2249-004-PRIVATE LESSONS IN BRASS"	Mean	4.5	5	5	5	5	5
	N	2	2	2	2	2	2
"Jones,Edward:MUSI-3249-004-PRIVATE LESSONS IN BRASS"	Mean	3	5	5	5	4	5
	N	1	1	1	1	1	1
"Jones,Jennifer:PSYC-3314-002-PSYCHOLOGY OF PERSONALITY"	Mean	4.8261	4.8478	4.7609	4.8696	4.8	4.9565
	N	46	46	46	46	45	46
"Jones,Julie:ENGL-1301-001-EXPOS WRITING"	Mean	4.5833	4.4167	4.5	4.6923	4.7692	4.9167
	N	12	12	12	13	13	12
"Jones,Julie:ENGL-1301-003-EXPOS WRITING"	Mean	4.2727	4.1818	4.2	4.3	4.5	4.3636
	N	11	11	10	10	10	11
"Jones,Julie:ENGL-1301-007-EXPOS WRITING"	Mean	4.5333	4	4.2	4.3077	4.7333	4.7143
	N	15	15	15	13	15	14
"Jones,Julie:ENGL-1301-009-EXPOS WRITING"	Mean	4.8947	4.7368	4.5789	4.8421	4.8333	4.9474
	N	19	19	19	19	18	19
"Jones,Julie:ENGL-1302-033-CRITICAL THINK, READ, WRITE"	Mean	4.25	3.95	3.95	4.1	4.35	4.1
	N	20	20	20	20	20	20
"Jordan,Catheleen:SOCW-5304-001-GENERALIST MICRO PRACTICE"	Mean	4	4.2	4.4	4.6	3.8	4.6
	N	5	5	5	5	5	5
"Jordan,Catheleen:SOCW-6305-002-INTEGRATIVE SEMINAR"	Mean	4.6667	4.1667	4.8333	4.3333	5	4.6
	N	6	6	6	6	6	5
"Jorgensen,David:MATH-2425-003-CALCULUS II"	Mean	4.463	4.5556	4.2037	4.75	4.2264	4.7593
	N	54	54	54	52	53	54
"Jorgensen,David:MATH-5326-001-ALGEBRAIC TOPOLOGY"	Mean	5	4.75	4.75	5	5	5
	N	4	4	4	4	4	4
"Jorgensen,Theresa:MATH 5378-001 GEOMETRY CONCEPTS K-8 MATH"	Mean	3.9231	3.6923	4.2692	4.0385	4.1154	3.5769
	N	26	26	26	26	26	26
"Jorgensen,Theresa:MATH 5378-002 GEOMETRY CONCEPTS K-8 MATH"	Mean	4.1538	4.1538	4.6154	4.3846	4.2308	3.8462
	N	13	13	13	13	13	13
"Jorgensen,Theresa:MATH-5343-001-CPTS/TECH PROB & STATISTICS"	Mean	4.5714	4.7143	4.3333	4.8571	4.7143	4.8571
	N	7	7	6	7	7	7
"Joyce,John:CRCJ-3307-001-INTR SECUR SYS"	Mean	4.7368	4.4474	4.4865	4.8158	4.5429	4.6579
	N	38	38	37	38	35	38
"Jung,Sungyong:EE-5317-001-ADVANCED DIGITAL VLSI DESIGN"	Mean	4.5	4.5	4.5	4.75	4	4.25
	N	4	4	4	4	4	4
"Jung,Sungyong:EE-5318-001-ANALOG CMOS IC DESIGN"	Mean	4.2	4.2	4.8	4.4	4.4	4.4
	N	5	5	5	5	5	5
"Kafer,Lee:KINE-3324-002-UPPER EXTREMITY EVALUATION"	Mean	3.3529	3.1176	4.0588	3.4118	3.2353	3
	N	17	17	17	17	17	17
"Kamangar,Farhad:CSE-4303-001-COMPUTER GRAPHICS"	Mean	4.6	4.4	4.8	4.8	4.8	4.6
	N	5	5	5	5	5	5
"Kamangar,Farhad:CSE-5365-001-COMPUTER GRAPHICS"	Mean	5	5	5	5	5	5
	N	4	4	4	4	4	4
"Kang,Suk-Young:SOCW-5317-002-HUMAN BEHAVIOR & DIVERSE POPS"	Mean	4.7667	4.6897	4.5172	4.8214	4.7241	4.6667
	N	30	29	29	28	29	30
"Kania,Sonia:SPAN-3314-002-ADVANCED SPANISH GRAMMAR"	Mean	4.5833	4.25	4.6667	4.8333	4.5455	3.9167
	N	12	12	12	12	11	12
"Kania,Sonia:SPAN-3319-002-INTRO TO SPANISH LINGUISTICS"	Mean	4.4545	4.5	4.75	4.8333	4.5833	4.5833
	N	22	24	24	24	24	24
"Karrer,Bonnie:SPAN-1441-006-BEGINNING SPANISH I"	Mean	4.6	4.5333	4.6	4.6667	4.6	4.7333
	N	15	15	15	15	15	15
"Karrer,Bonnie:SPAN-1441-012-BEGINNING SPANISH I"	Mean	4.4737	4.4118	4.4211	4.5263	4.5789	4.5263
	N	19	17	19	19	19	19
"Karrer,Bonnie:SPAN-1441-016-BEGINNING SPANISH I"	Mean	4.6471	4.4444	4.5	4.6111	4.4444	4.6111
	N	17	18	18	18	18	18
"Karrer,Bonnie:SPAN-1441-017-BEGINNING SPANISH I"	Mean	4.5385	4.3571	4.4286	4.6154	4.0769	4.5
	N	13	14	14	13	13	14
"Karrer,Bonnie:SPAN-1442-006-BEGINNING SPANISH II"	Mean	4.7727	4.5909	4.7273	4.8182	4.7727	4.7727
	N	22	22	22	22	22	22
"Kay,Libby:SOCW-6334-001-WOMEN AND FAMILY POLICY"	Mean	3.7037	4.0385	4.2692	4.2692	4.4231	4.0769
	N	27	26	26	26	26	26
"Kearny,Henry:EE-2320-002-CIRCUIT ANALYSIS"	Mean	3.9	3.35	4.15	4.3	4.25	3.1
	N	20	20	20	20	20	20
"Kearny,Henry:EE-3341-001-DIGITAL CIRCUITS DESIGN"	Mean	3.6818	3.5652	4.1739	3.8696	3.913	3.3478
	N	22	23	23	23	23	23
"Keens,David:ART-4342-001-ADVANCED GLASSBLOWING"	Mean	3.75	3.5	4	3.7273	4.1667	3.8333
	N	12	12	11	11	12	12
"Keens,David:ART-5342-001-RESEARCH IN GLASS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Keens,David:ART-5642-001-RESEARCH IN GLASS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Keller,David:KINE-1400-002-INTRO TO EXERCISE SCIENCE"	Mean	4.6852	4.7222	4.7455	4.7818	4.7818	4.8727
	N	54	54	55	55	55	55
"Kelly,Kathy:ECON-3301-002-THE ECONOMICS OF HEALTH"	Mean	4.5714	4.4286	4.1429	4.5	4.2593	4.4643
	N	28	28	28	28	27	28
"Kelly,Kathy:ECON-3303-001-MONEY & BANKING"	Mean	4.5143	4.2571	3.8857	4.6286	4.5	4.2
	N	35	35	35	35	34	35
"Kelly,Kathy:ECON-3303-002-MONEY & BANKING"	Mean	4.2632	4	3.6842	4.3514	4.1316	4.2368
	N	38	38	38	37	38	38
"Kemp,Janice:MUSI-3305-001-MUSIC FOR CHILDREN"	Mean	4.6667	4.4091	4.6923	4.6923	4.4615	4.5769
	N	24	22	26	26	26	26
"Kemp,Janice:MUSI-3305-002-MUSIC FOR CHILDREN"	Mean	4.8333	4.75	4.6957	4.92	4.52	4.76
	N	24	20	23	25	25	25
"Kenarangui,Rasool:EE-3302-001-FUNDAMENTALS OF POWER SYSTEMS"	Mean	3.7037	3.4231	4.1538	4.0385	4.1923	3.36
	N	27	26	26	26	26	25
"Kenarangui,Rasool:EE-4301-001-POWER SYSTEMS ANALYSIS/CONTROL"	Mean	4.125	4.25	4	4.125	4.25	4.1429
	N	8	8	8	8	8	7
"Kenarangui,Rasool:EE-5371-001-PWR SYS PLAN, OP, & CNTRL ENV"	Mean	3.3333	3.4167	3.8333	3.75	3.8182	3.25
	N	12	12	12	12	11	12
"Kenaston-French,Karen:MUSI-0104-001-A CAPPELLA CHOIR (2102-24024)"	Mean	4.7097	4.4839	4.6129	4.8333	4.5172	4.7742
	N	31	31	31	30	29	31
"Kenaston-French,Karen:MUSI-0108-001-UNIVERSITY SINGERS"	Mean	4.5	4.5	4.4571	4.7429	4.4722	4.6286
	N	34	34	35	35	36	35
"Kenaston-French,Karen:MUSI-5102-001-A CAPELLA CHOIR (2102-24462)"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Kenworthy,Jared:PSYC-3315-001-SOCIAL PSYCHOLOGY"	Mean	4.6	4.5556	4.4	4.7778	4.6889	4.6667
	N	45	45	45	45	45	45
"Kenworthy,Jared:PSYC-6391-011-RESEARCH IN PSYCHOLOGY"	Mean	5	4	3	5	5	5
	N	1	1	1	1	1	1
"Khalili Najafabadi,Bahra:CSE-3310-001-FUNDAMENTALS OF SOFTWARE ENGR"	Mean	4.7619	4.7619	4.4762	4.9048	4.7143	4.8571
	N	21	21	21	21	21	21
"Khalili Najafabadi,Bahra:CSE-5306-001-OPERATING SYSTEMS II"	Mean	4.7333	4.5667	4.4667	4.8333	4.7667	4.7
	N	30	30	30	30	30	30
"Khan,Aamir:INSU-4330-001-LIFE & HEALTH RISK MGMT"	Mean	4.3023	4.1163	4.1667	4.0714	4	4.2093
	N	43	43	42	42	42	43
"Khan,Harun:MAE-3242-001-MECHANICAL DESIGN I"	Mean	3.9118	3.5143	3.8611	3.6667	4.2778	3.7778
	N	34	35	36	36	36	36
"Khanduri,Ritu:ANTH-3300-001-ANTHROPOLOGICAL THEORY"	Mean	3.9333	3.5333	4.4	4.1333	3.8571	3.4
	N	15	15	15	15	14	15
"Khanduri,Ritu:ANTH-4345-001-VISUALIZING CULTURE"	Mean	3.5294	3.7647	4.4118	4.2778	4.3333	3.7222
	N	17	17	17	18	18	18
"Khavul,Susanna:MANA-5333-001-TECHNOLOGY MANAGEMENT"	Mean	4.125	4.2353	4.5294	4.6471	4.3529	4.4375
	N	16	17	17	17	17	16
"Khavul,Susanna:MANA-5339-001-ENTREPRENEURSHIP"	Mean	4.3	4.5455	4.7273	4.9091	4.4	4.7
	N	10	11	11	11	10	10
"Kiani,Morgan:EE-1105-001-INTRO ELECTRICAL ENGINEERING"	Mean	4.7	4.7	4.7	4.7	4.7	4.7
	N	10	10	10	10	10	10
"Kiani,Morgan:EE-1105-003-INTRO ELECTRICAL ENGINEERING"	Mean	4.8	4.9	4.8889	4.8889	4.4444	4.7
	N	10	10	9	9	9	10
"Kilpatrick,Cynthia:LING-4354-001-METH & MATS ESL/EFL"	Mean	4	4	4.5	4	4.5	4
	N	2	2	2	2	2	2
"Kilpatrick,Cynthia:LING-5302-001-METHODS/MATERIALS FOR TESOL"	Mean	4.6	4.8889	4.9	4.7	4.9	4.9
	N	10	9	10	10	10	10
"Kilpatrick,Cynthia:LING-5307-001-PEDAGOGICAL PHONOLOGY OF ENGLI"	Mean	4.3077	4.6154	4.8462	4.6923	4.9231	4.8462
	N	13	13	13	13	13	13
"Kim,Choong-Un:MSE-5336-001-ELECT PROP MATL"	Mean	4.4615	4.4545	4.2308	4.6923	4.3846	4.6154
	N	13	11	13	13	13	13
"Kim,Daejong:MAE-3318-001-KINEMATICS & DYNAMICS MACHINES"	Mean	3.3871	3.1613	3.1935	3.6129	3.6	2.7
	N	31	31	31	31	30	30
"Kim,Jin-Woo:MARK-3321-006-PRINCIPLES OF MARKETING"	Mean	3.6	3.7429	4.0294	3.9167	4.1351	3.5946
	N	35	35	34	36	37	37
"Kim,Mi:ART-2354-003-TYPOGRAPHY"	Mean	3.4167	3.6667	4.4545	4.0833	4.0833	3.5833
	N	12	12	11	12	12	12
"Kim,Mi:ART-3354-002-SIGN AND SYMBOL"	Mean	4.2	4.1667	4.6667	4.1667	4.5	4.3333
	N	5	6	6	6	6	6
"Kim,Soo:MUSI-0115-001-MUSICAL THEATRE / OPERA LAB (2102-24033)"	Mean	4.5714	4.5714	4.8333	4.5	4.1667	4.5714
	N	7	7	6	6	6	7
"Kim,Soo:MUSI-2222-003-DEVELOPMENTAL PRIVATE LESSONS"	Mean	4	4	4	4	4	5
	N	1	1	1	1	1	1
"Kim,Soo:MUSI-3241-002-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Kim,Soo:MUSI-3351-002-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Kim,Soo:MUSI-4450-002-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Kim,Soo:MUSI-4451-002-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Kim,Soo:MUSI-5105-001-MUSIC THEATRE / OPERA LAB"	Mean	4.5	4	4.5	4.5	4.5	5
	N	2	2	2	2	2	2
"Kim,Soo:MUSI-5120-002-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Kim,Soo:MUSI-5320-002-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Kim,Soo:MUSI-5391-003-CONFERENCE COURSE IN MUSIC"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Kim,Young-Tae:BE-5329-012-NEURAL ENGINEERING"	Mean	4.5	4.7143	4.625	4.75	4.75	4.875
	N	8	7	8	8	8	8
"King,Deborah:LING-2301-001-STUDY OF HUMAN LANGUAGES"	Mean	4.4545	4.3636	4.5455	4.4545	4.3636	4.3636
	N	11	11	11	11	11	11
"King,Deborah:LING-2301-002-STUDY OF HUMAN LANGUAGES"	Mean	4.6154	4.6154	4.3846	4.6154	4.6154	4.5385
	N	13	13	13	13	13	13
"King,Heather:FREN-1441-022-BEGINNING FRENCH I"	Mean	4.2727	3.9091	4	4.0909	3.7273	4
	N	11	11	11	11	11	11
"King,Heather:FREN-1442-022-BEGINNING FRENCH II"	Mean	4.2	3.9091	4	4	3.9091	4.0909
	N	10	11	11	11	11	11
"King,Jeffrey:ENGL-1302-005-CRITICAL THINK, READ, WRITE"	Mean	3.4706	3.2941	3.4375	4	4.125	3.2941
	N	17	17	16	17	16	17
"King,Jeffrey:ENGL-1302-015-CRITICAL THINK, READ, WRITE"	Mean	3.8947	3.7368	3.7368	4.1579	4.1579	3.8421
	N	19	19	19	19	19	19
"Kinkead,April:ENGL-1302-012-CRITICAL THINK, READ, WRITE"	Mean	4.7333	4.5714	4.7857	4.6667	4.7333	4.4615
	N	15	14	14	15	15	13
"Kinkead,April:ENGL-2303-002-TOPICS IN LIT"	Mean	4.8182	4.9091	4.9167	4.9091	4.9091	4.8182
	N	11	11	12	11	11	11
"Kirby,Roger:MATH-1302-004-COLLEGE ALGEBRA"	Mean	3.4737	3.2632	3.3684	3.6316	3.3684	3.0526
	N	19	19	19	19	19	19
"Kirby,Roger:MATH-1426-002-CALCULUS I"	Mean	3.381	3	3.3333	3.15	3.6667	3.0476
	N	21	21	21	20	21	21
"Kirby,Roger:MATH-2425-002-CALCULUS II"	Mean	3.1667	2.3846	3.0769	3	3.2308	2.3846
	N	12	13	13	13	13	13
"Kirkham,Karalee:ADVT-2337-002-INTRO TO ADVERTISING"	Mean	4.5769	4.5556	4.6481	4.7037	4.5962	4.717
	N	52	54	54	54	52	53
"Kirkham,Karalee:ADVT-3305-002-ADVERTISING MEDIA"	Mean	4.0526	4	4.1579	4.1667	4.3158	4.1667
	N	19	19	19	18	19	18
"Klahr,Douglas:ARCH-2304-001-HISTORY OF ARCH & DESIGN II"	Mean	4.8684	4.7632	4.3514	4.973	4.6579	4.9487
	N	38	38	37	37	38	39
"Klahr,Douglas:ARCH-5304-001-HISTORY OF ARCHITECTURE II"	Mean	4.75	4.6667	4.6667	5	5	5
	N	4	3	3	3	3	3
